"Block","Area","Year","Mean","lower","upper","Density","DensityLO","DensityHI"
"S1",86.97,2026,0.303,0.303,0.303,0.00425434057721053,0.00348395998620214,0.00348395998620214
"S1",86.97,2027,0.145,0,0,0.00220765781303898,0,0
"S1",86.97,2028,0.06,0,0,0.00116131999540071,0,0
"S1",86.97,2029,0.033,0,0,0.000586409106588479,0,0
"S1",86.97,2030,0.006,0,0,0.000321950097734851,0,0
"S1",86.97,2031,0.001,0,0,0.000252960791077383,0,0
"S1",86.97,2032,0,0,0,0.00017247326664367,0,0
"S1",86.97,2033,0,0,0,8.04875244337128e-05,0,0
"S1",86.97,2034,0,0,0,5.74910888812234e-05,0,0
"S1",86.97,2035,0,0,0,0,0,0
"S1",86.97,2036,0.002,0,0,2.29964355524894e-05,0,0
"S1",86.97,2037,0.003,0,0,1.14982177762447e-05,0,0
"S1",86.97,2038,0.001,0,0,1.14982177762447e-05,0,0
"S1",86.97,2039,0.002,0,0,2.29964355524894e-05,0,0
"S1",86.97,2040,0.007,0,0,8.04875244337128e-05,0,0
"S1",86.97,2041,0.006,0,0,5.74910888812234e-05,0,0
"S1",86.97,2042,0.01,0,0,9.19857422099575e-05,0,0
"S1",86.97,2043,0.013,0,0,0.000137978613314936,0,0
"S1",86.97,2044,0.011,0,0,0.000114982177762447,0,0
"S1",86.97,2045,0.02,0,0,0.000183971484419915,0,0
"S1",86.97,2046,0.019,0,0,0.000160975048867426,0,0
"S1",86.97,2047,0.021,0,0,0.000218466137748649,0,0
"S1",86.97,2048,0.027,0,0,0.000264459008853628,0,0
"S1",86.97,2049,0.047,0,0,0.000390939404392319,0,0
"S1",86.97,2050,0.052,0,0,0.000494423364378521,0,0
"S2",55.323,2026,0.463,0.463,0.463,0.00708566057516765,0.00836903277118016,0.00836903277118016
"S2",55.323,2027,0.208,0,1,0.0031270899987347,0,0.0180756647325705
"S2",55.323,2028,0.105,0,0,0.00160873416119878,0,0
"S2",55.323,2029,0.072,0,0,0.000813404912965674,0,0
"S2",55.323,2030,0.05,0,0,0.000560345606709687,0,0
"S2",55.323,2031,0.036,0,0,0.000271134970988558,0,0
"S2",55.323,2032,0.024,0,0,0.000216907976790846,0,0
"S2",55.323,2033,0,0,0,9.03783236628527e-05,0,0
"S2",55.323,2034,0,0,0,9.03783236628527e-05,0,0
"S2",55.323,2035,0,0,0,7.23026589302822e-05,0,0
"S2",55.323,2036,0.001,0,0,7.23026589302822e-05,0,0
"S2",55.323,2037,0.015,0,0,0.000180756647325705,0,0
"S2",55.323,2038,0.014,0,0,0.000253059306255988,0,0
"S2",55.323,2039,0.013,0,0,0.000234983641523417,0,0
"S2",55.323,2040,0.022,0,0,0.00034343762991884,0,0
"S2",55.323,2041,0.023,0,0,0.00034343762991884,0,0
"S2",55.323,2042,0.037,0,0,0.000542269941977116,0,0
"S2",55.323,2043,0.04,0,0,0.000560345606709687,0,0
"S2",55.323,2044,0.044,0,0,0.00066879959510511,0,0
"S2",55.323,2045,0.053,0,0,0.00104838855448909,0,0
"S2",55.323,2046,0.056,0,0,0.00115684254288451,0,0
"S2",55.323,2047,0.07,0,0,0.00144605317860564,0,0
