"Year","Mean","lower","upper","SEmean","CImeanLo","CImeanHi","ExtnctP"
2026,53.461,32.554275,74.367775,0,53.461,53.461,0
2027,40.691,21.562825,60.828725,0.316997058683853,40.0696857649797,41.3123142350204,0
2028,32.4035,14.293675,51.125375,0.295651084629911,31.8240238741254,32.9829761258746,0
2029,26.2425,8.0216,44.0065,0.288998546813059,25.6760628482464,26.8089371517536,0.0958
2030,21.5145,4.620375,37.55965,0.267348599954999,20.9904967440882,22.0385032559118,0.8995
2031,17.6125,0.03955,32.056475,0.25576670049301,17.1111972670337,18.1138027329663,3.682
2032,14.3545,0,27.612375,0.237614556903934,13.8887754684683,14.8202245315317,7.0086
2033,11.3505,0,24.366075,0.222895209213411,10.9136253899417,11.7873746100583,12.1557
2034,9.0655,0,22.08775,0.197066904892739,8.67924886641023,9.45175113358977,18.144
2035,8.0295,0,22.02685,0.204483683201608,7.62871198092485,8.43028801907515,23.6627
2036,8.3855,0,24.979325,0.244868916249379,7.90555692415122,8.86544307584878,27.0787
2037,9.4075,0,28.514175,0.274511033327293,8.8694583746785,9.94554162532149,27.5665
2038,10.584,0,32.41825,0.314003241001362,9.96855364763733,11.1994463523627,28.3508
2039,11.927,0,37.390325,0.357647005259895,11.2260118696906,12.6279881303094,28.6973
2040,13.4075,0,42.32,0.396346831013513,12.6306602112135,14.1843397887865,28.8886
2041,14.9525,0,48.454175,0.449070240471217,14.0723223286764,15.8326776713236,29.646
2042,16.729,0,54.89205,0.529745197031344,15.6906994138186,17.7673005861814,30.0176
2043,18.5225,0,63.177875,0.589784809156791,17.3665217740527,19.6784782259473,30.2469
2044,20.4855,0,69.8342,0.637151171894745,19.2366837030863,21.7343162969137,30.6371
2045,22.936,0,79.800375,0.7194744863722,21.5258300067105,24.3461699932895,30.815
2046,25.346,0,89.4668,0.815349314603148,23.7479153433778,26.9440846566222,31.1805
2047,28.204,0,99.259875,0.91428975091468,26.4119920882072,29.9960079117928,31.3792
2048,31.376,0,110.817275,0.991851651003111,29.4319707640339,33.3200292359661,31.6192
2049,35.0735,0,124.011025,1.11896223587587,32.8803340176833,37.2666659823167,31.9179
2050,39.2825,0,139.923825,1.31875973531136,36.6977309187897,41.8672690812103,32.0463
