id,long,lat,order,hole,piece,group,left,top,right,bottom,Segment,Estry,Region,Kdens_md,Kdens_mn,AREA,Kval_md,Kval_mn
5673,-124.5230296,42.77782725,60993,FALSE,1,5673.1,374812.9181,4737268.112,375967.6187,4736268.112,S6,0,S,0.87774682,0.908132572,0.5251,0.460905,0.47686
5674,-124.5211513,42.76884702,61003,FALSE,1,5674.1,374812.9181,4736268.112,375967.6187,4735268.112,S6,0,S,1.139318287,1.152960882,0.691,0.787269,0.796696
5675,-124.5180148,42.75824525,61013,FALSE,1,5675.1,374812.9181,4735268.112,375967.6187,4734268.112,S6,0,S,1.38811326,1.419623818,0.8314,1.154077,1.180275
5676,-124.5251845,42.74195802,61023,FALSE,1,5676.1,374812.9181,4734268.112,375967.6187,4733268.112,S6,0,S,1.54632318,2.09522158,0.8648,1.33726,1.811948
6155,-124.5185861,42.76086662,61429,FALSE,1,6155.1,375678.9435,4735768.112,376833.6441,4734768.112,S6,0,S,1.068356216,1.062001514,0.0125,0.013354,0.013275
6156,-124.5169225,42.75378618,61434,FALSE,1,6156.1,375678.9435,4734768.112,376833.6441,4733768.112,S6,0,S,1.334746957,1.29364202,0.1022,0.136411,0.13221
864,-124.6338099,42.84834081,65514,FALSE,1,864.1,366152.6641,4746268.112,367307.3646,4745268.112,S6,0,S,0.037071327,0.037573954,0.3431,0.012719,0.012892
865,-124.6333321,42.83934258,65524,FALSE,1,865.1,366152.6641,4745268.112,367307.3646,4744268.112,S6,0,S,0.042727139,0.042952209,0.7039,0.030076,0.030234
866,-124.6374498,42.83443341,65536,FALSE,1,866.1,366152.6641,4744268.112,367307.3646,4743268.112,S6,0,S,0.054088037,0.066155669,0.7959,0.043049,0.052653
867,-124.637494,42.82577551,65550,FALSE,1,867.1,366152.6641,4743268.112,367307.3646,4742268.112,S6,0,S,0.128492065,0.122094675,0.8663,0.111313,0.105771
868,-124.6372564,42.81677382,65557,FALSE,1,868.1,366152.6641,4742268.112,367307.3646,4741268.112,S6,0,S,0.143440686,0.142529556,0.8663,0.124263,0.123473
869,-124.6370189,42.80777212,65564,FALSE,1,869.1,366152.6641,4741268.112,367307.3646,4740268.112,S6,0,S,0.150295012,0.154383853,0.8663,0.130201,0.133743
870,-124.6367816,42.7987704,65571,FALSE,1,870.1,366152.6641,4740268.112,367307.3646,4739268.112,S6,0,S,0.147653408,0.177426104,0.8663,0.127912,0.153704
871,-124.6327989,42.78531957,65578,FALSE,1,871.1,366152.6641,4739268.112,367307.3646,4738268.112,S6,0,S,0.091200382,0.111630787,0.8656,0.078943,0.096628
872,-124.6311572,42.77633783,65587,FALSE,1,872.1,366152.6641,4738268.112,367307.3646,4737268.112,S6,0,S,0.048546309,0.063443561,0.6242,0.030303,0.039601
873,-124.6350767,42.77055238,65602,FALSE,1,873.1,366152.6641,4737268.112,367307.3646,4736268.112,S6,0,S,0.477653205,0.3854346,0.5419,0.25884,0.208867
874,-124.6358332,42.76276337,65624,FALSE,1,874.1,366152.6641,4736268.112,367307.3646,4735268.112,S6,0,S,0.090752702,0.245526003,0.8663,0.078619,0.212699
875,-124.6243896,42.75750218,65631,FALSE,1,875.1,366152.6641,4735268.112,367307.3646,4734268.112,S6,0,S,0.05113861,0.051132629,0.1783,0.009118,0.009117
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Area,Kval,,
,,,,,,,,,,,,,,S6,123.9606,609.348079,,
,,,,,,,,,,,,,,S6 (where kdens >=1),60.05,583.18,,
,,,,,,,,,,,,,,S6 (where kdens >=2),36.66,548.74,,
