"Lam","br1","br2","wr1","wr2","fs1","fs2","ms1","ms2","Gf","Gm"
1.19,0,1.00058944328144,0,0.891205184355678,0.935851452268377,0.958443713270135,0.903300369510976,0.916329195116929,0.32941280191039,0.319504945267341
1.18,0,1.00088235278888,0,0.883601568801505,0.920545918698218,0.958520209279603,0.909891428533679,0.914460999996621,0.326574590945237,0.323314223731145
0.95,0,1.01778128462771,0,0.519012783165012,0.695508824030738,0.847875124703699,0.678025811919536,0.835973782846726,0.309833516848079,0.302889119206654
1.03,0,1.01310316487303,0,0.606479572923209,0.768114922977013,0.895768033385004,0.767504012328102,0.865484253948436,0.315460821087801,0.315240883689293
0.97,0,1.01688458068164,0,0.527354577562904,0.714537227700924,0.864925571232262,0.696842479139693,0.849355034659509,0.311005251883516,0.304152527814739
0.94,0,1.01993745613874,0,0.510115343468788,0.680312430552989,0.84051305009808,0.660195278898277,0.833286308392811,0.30728975254871,0.29914192280188
1.04,0,1.01258220985303,0,0.676445444337821,0.763636718715164,0.892955870262598,0.729267293202393,0.856075765089273,0.311904080330693,0.299357217700662
1.13,0,1.00373781463379,0,0.814946887969487,0.862820084308761,0.938650464529727,0.897277454020355,0.911958156269706,0.320859988241735,0.331846351807438
0.96,0,1.01930191184824,0,0.562927928156052,0.708081069714219,0.844381113856306,0.6737680002158,0.832473832398942,0.312548162181454,0.29901188824854
1.15,0,1.00282171015785,0,0.853379946457095,0.875845362979083,0.94657785349334,0.883435721764763,0.900319952784902,0.320604355506596,0.32301098037881
1.13,0,1.00582371953329,0,0.828933879070539,0.867401832942181,0.933963401346999,0.794132920864899,0.899698463569433,0.322217568898168,0.298015998832087
1,0,1.01656382418172,0,0.569413026118857,0.77087159723271,0.865499765947988,0.691834992186194,0.849641199085879,0.325060212093497,0.295395487104548
1.07,0,1.01018159454303,0,0.686656246484529,0.81386011239081,0.91524824313151,0.824616954046399,0.871846605470264,0.319492666672462,0.323152351045083
1.11,0,1.00540451830914,0,0.78734692082104,0.862388204074948,0.915111081707627,0.857924969758701,0.894132186783342,0.326829762329415,0.325374359482263
1.16,0,1.0018368216132,0,0.841059088399083,0.910248261861824,0.945255129029692,0.873597246449046,0.90188902139122,0.328831841990538,0.317350747074907
1.13,0,1.00289881631988,0,0.812971979502068,0.895439871057337,0.922265189325745,0.849601905127035,0.903306262256111,0.331592776782029,0.316891538368882
1.03,0,1.01118692298702,0,0.664004211911724,0.777059513833654,0.88494387393126,0.770281456049426,0.861162498867615,0.317886191631489,0.315459937095936
1.02,0,1.01378127613176,0,0.614148214075471,0.767245813739784,0.883153347271899,0.746797597441759,0.865385420155095,0.317822181950742,0.310368758631483
1.07,0,1.00817736113533,0,0.749038786580394,0.817546059740081,0.902440668299783,0.77904028736525,0.88657591268883,0.320604557241553,0.307296687296964
1,0,1.0155284248931,0,0.593966330525753,0.748853964073128,0.869773080290094,0.721876033571511,0.848622684423142,0.316807636542748,0.306718444732744
1.13,0,1.00517759880616,0,0.819538411814236,0.883682113587153,0.92500019374414,0.83206796757212,0.898675898262254,0.328100936187762,0.311365574218718
1.1,0,1.00573562955445,0,0.698355609307456,0.826076740373267,0.934268699690092,0.845777115545466,0.883648049281974,0.31796786586546,0.324535979084792
1.02,0,1.01302535558189,0,0.637769024267055,0.761885938561692,0.887355510744029,0.750499240391164,0.873106908734462,0.314358354671426,0.310214262972722
1.05,0,1.01024326911566,0,0.672233998408893,0.796763361066151,0.895281287224402,0.780600961602936,0.867569349529827,0.320294304865677,0.314612697412513
1.02,0,1.01245639884585,0,0.621974964440891,0.762990016144178,0.886617289398877,0.731924184134677,0.855981597758736,0.315537378603507,0.304139592044497
0.98,0,1.01567662043798,0,0.567361091274977,0.738667349055838,0.862474502501209,0.710156435613666,0.849816967234598,0.31690866034486,0.306089052591313
1.02,0,1.01236692848961,0,0.637432713354352,0.76275878637506,0.880298066221962,0.750446329724113,0.859440560558155,0.316279827502576,0.311789892960822
1.14,0,1.00257700438792,0,0.861895774646955,0.876501465800452,0.934682073547299,0.869818644212953,0.894695234944212,0.32284656880236,0.320712047420515
1.09,0,1.01018396621553,0,0.730544911839704,0.846716902184192,0.913215288581476,0.809133757600633,0.882516948409503,0.325959224941965,0.313334722423905
1.05,0,1.00990824261183,0,0.663087445268591,0.796691597097809,0.902185021414925,0.779071176253718,0.868880290243165,0.319120607809149,0.312932550539907
0.96,0,1.01829510510474,0,0.569493016703982,0.703613749778573,0.849169657250069,0.682575798908438,0.845368572498442,0.309739835848184,0.301469203624945
1.02,0,1.01222966207346,0,0.650613622838673,0.76937591419467,0.883049790558709,0.750297171842625,0.857145860464969,0.31684311044432,0.309921760878589
1.14,0,1.00705394980807,0,0.827508589919375,0.886851408516396,0.926712593533459,0.837054373119303,0.904131556339875,0.328027537818958,0.311952281228541
0.98,0,1.01490028479141,0,0.619165419222526,0.708542154999692,0.85529082073231,0.702168110908713,0.84013597605746,0.3076632435266,0.305197930918235
1.02,0,1.01302101814431,0,0.624113916271953,0.749828919142844,0.891081849786141,0.748173024877027,0.858337705514932,0.310763408996017,0.310156608432506
1.02,0,1.01500169087571,0,0.612714144238824,0.765527859726917,0.884613753879705,0.712137040650177,0.859868822499662,0.317042496504131,0.297301905112655
0.96,0,1.01806481593744,0,0.560751108468975,0.695388790227073,0.852921504495827,0.670870202855872,0.838910178548196,0.306687751755576,0.296965631461201
0.98,0,1.01664978478604,0,0.556845030866072,0.736216494984174,0.861132796983078,0.689890975230899,0.854494548291998,0.316995084226361,0.299223031528885
1.18,0,1.00141629282766,0,0.880516835052739,0.918357950543905,0.953231701787444,0.907637315054216,0.91638038555929,0.327281792770678,0.323990236409308
1.14,0,1.00620505111282,0,0.788167407974946,0.89769989036623,0.92994313451545,0.870982342521357,0.885679773997335,0.331456147257563,0.322969717498455
1.08,0,1.01116608151449,0,0.746436023187057,0.825208590118415,0.90964075471447,0.800663719180701,0.892495795601978,0.320895681135403,0.312533282775514
1.07,0,1.01264420603077,0,0.738081231258761,0.814475106122041,0.900338485454779,0.7872761217302,0.876549067035151,0.320647328824009,0.311251175185208
0.95,0,1.01944724784388,0,0.507343181783619,0.689273363575131,0.847522715290856,0.652836667400867,0.831349106930077,0.30846020182278,0.293768128124525
1.17,0,1.00233840322056,0,0.871231209145346,0.927698487785809,0.943652205807968,0.902941971054639,0.91581533386336,0.331477753829099,0.323875903709483
1.07,0,1.00854629296379,0,0.663513056398919,0.835617572682984,0.905480120100661,0.761565292520034,0.866495000047661,0.32813287737044,0.302493327425625
1.03,0,1.01368781803191,0,0.646037739455462,0.788938531921785,0.878807728333828,0.727696719980059,0.853703417867119,0.323155611509758,0.300932133182209
1.09,0,1.00659697788137,0,0.741767045665072,0.831877647360441,0.917561616159296,0.835173303789465,0.887223542183805,0.32111562489539,0.322218156741248
1.06,0,1.00874982110247,0,0.720436869387022,0.819529156682397,0.894504169334076,0.820083729905691,0.882230028074933,0.324072413294211,0.32426167417835
1.07,0,1.01053702163671,0,0.684109820661281,0.832558964291921,0.908827164942108,0.749808448087008,0.877142254627106,0.325625857748063,0.296873322211162
1.12,0,1.00456479396607,0,0.813424185882562,0.870064793690418,0.920846845792195,0.817226855414379,0.903338405621941,0.326247592608936,0.308878423500826
1.18,0,1.00077457168729,0,0.870726477071672,0.934697506311506,0.950955999307295,0.896419587712034,0.912700697736699,0.331520056674702,0.319799338171553
1.16,0,1.00301318646246,0,0.867210749466131,0.892654395105409,0.945840091477135,0.897612249422755,0.910492441396832,0.323840344906047,0.32539085958989
1.15,0,1.00334053304476,0,0.853009661409943,0.906143043760632,0.934694740411359,0.884590709601688,0.906144798901432,0.329556254634424,0.322803858805208
0.95,0,1.01943902564579,0,0.513295896965089,0.704135840953851,0.846943676515899,0.65767617293189,0.843295750051254,0.312956574832917,0.294417647592779
0.97,0,1.01695940416135,0,0.562413780307454,0.722432200264058,0.856084724961952,0.720375057427201,0.843354571478686,0.313966637628421,0.313180394880577
1.03,0,1.01346184101859,0,0.624631811761734,0.792195320157332,0.879434877062038,0.71802045896923,0.8606017966426,0.32485909725627,0.297852069256934
1.03,0,1.01053659124379,0,0.643755791978716,0.793074796514402,0.881204433953663,0.759853035740067,0.863831033454719,0.323867489310818,0.311996628750878
1.03,0,1.01280693828379,0,0.675757490419823,0.774201298585826,0.877211884978006,0.757345850463507,0.866761580052444,0.318365440255075,0.31228120558073
1.07,0,1.0104601169729,0,0.695869335103946,0.822129695258769,0.899775377586027,0.818342832243499,0.871523041425319,0.324571127526261,0.323279860671403
1.05,0,1.01293565180443,0,0.688395611389767,0.805114134795474,0.893070330478461,0.763134608732159,0.88434668157707,0.322116417939321,0.307329173792814
1.02,0,1.01280563216622,0,0.670089973580614,0.778678001702834,0.875101100022176,0.781053691319529,0.875307821133974,0.320281752413551,0.321130099981619
0.95,0,1.01927513352094,0,0.514663675988719,0.695161220917951,0.846886574341726,0.656682222193613,0.835738993415114,0.310139331581686,0.294703286295291
1.08,0,1.00943334848168,0,0.719925791202746,0.837708205373223,0.904561032036796,0.795527162370917,0.88497003306965,0.326224379137462,0.311870681778307
1.06,0,1.00782455458079,0,0.742500241156224,0.819358970273128,0.888371719854017,0.802004347408903,0.879002312789032,0.324461612848972,0.318493598557261
1.07,0,1.00741214524364,0,0.709740450607616,0.823828885806539,0.905470389839499,0.823331907386047,0.873109088348797,0.323192341408237,0.323023749629514
1,0,1.01603292246279,0,0.566257731802972,0.749737555319461,0.878812687569501,0.68425641012411,0.851159037735148,0.316125731082372,0.291307334877532
1.05,0,1.01266369961521,0,0.684683417659641,0.789941684283485,0.892944942106826,0.795261679029629,0.859601117755513,0.318458315206202,0.320324186656505
0.98,0,1.0165206514012,0,0.566314248817522,0.734946369563234,0.865081672627954,0.697869630065671,0.84242953282859,0.315225840856101,0.301068541779268
0.96,0,1.01837843526989,0,0.540931043428266,0.708798887670665,0.845024046494532,0.667654488281376,0.841220801599097,0.313619300538306,0.297331456300026
1.16,0,1.00198959830791,0,0.849115893399386,0.920201336858939,0.93948759667978,0.881339244980109,0.906549732776989,0.331736026603166,0.319640569150793
1.18,0,1.00219828855918,0,0.876956484713904,0.922962264198897,0.953342871171657,0.906858477974278,0.905971783836997,0.328329396706596,0.323393908158648
0.99,0,1.01570173543516,0,0.590653802729256,0.720811864744465,0.873226121240264,0.728496698756888,0.85799325520171,0.308091018615704,0.310997788608407
1.15,0,1.00290095130579,0,0.785199087073443,0.898883734498002,0.944032655374172,0.887033824986937,0.905535702097406,0.32902722809929,0.325299953529323
1.06,0,1.00907435494541,0,0.697086992705041,0.800054290582499,0.906988406075937,0.782014298144189,0.876317362725309,0.317443124631237,0.311148483334935
1.05,0,1.01281494541376,0,0.671843359717459,0.790518604006819,0.896094537549707,0.738616837820077,0.860602210616011,0.318446012984974,0.29984703387311
1.01,0,1.01348889680312,0,0.676113799455353,0.761672712579709,0.868277650588601,0.736478676884626,0.858082510119959,0.317091476433407,0.307832517195129
1.19,0,1.00091980217563,0,0.892657994105489,0.931815048273986,0.95382974980362,0.916969743594971,0.9157625950474,0.329435491818059,0.324924716905793
1.19,0,1.00074518693159,0,0.896563416689982,0.936251217286989,0.957985747539834,0.896123657392603,0.919092616801949,0.329355574970547,0.317115888366187
1.02,0,1.01528690508,0,0.623276503697482,0.756587474177467,0.89197300462357,0.732654767848384,0.857175980359358,0.312399231177455,0.303609507013594
1.01,0,1.01499500270784,0,0.625544052094282,0.753030254633316,0.878556001577437,0.692578922024129,0.865938870811982,0.314479863174287,0.291774072329862
0.96,0,1.0172914100414,0,0.517091858514656,0.702619295418152,0.856240653927652,0.667570954573387,0.837013620456616,0.310007211600204,0.296121900655239
0.99,0,1.01714692899919,0,0.592095677221638,0.735326454964884,0.866245971344392,0.673772491659707,0.846933073761015,0.313875790312165,0.29019705136068
1.14,0,1.00139316231591,0,0.789992715408266,0.8994724317211,0.938324715994913,0.83373784199196,0.908669287947767,0.330179693484691,0.309081816532179
0.98,0,1.01553574485349,0,0.563164304558112,0.720381746804631,0.861749910955816,0.696823145613558,0.836467410134311,0.311963514776133,0.302879377422318
1.03,0,1.0113239184084,0,0.62400854997962,0.780584341596199,0.888313978855488,0.736568667518534,0.870989480243545,0.319814405156901,0.30385423324726
1.05,0,1.00850377485184,0,0.676838176096581,0.790673922487899,0.901960056201591,0.773811752294681,0.890980156499264,0.317062334898542,0.31111432522922
1.05,0,1.00966355928452,0,0.669134751968815,0.808903630474396,0.893456769696808,0.789268213795975,0.875728458281731,0.323947611146056,0.317106049027143
1.07,0,1.01116608111505,0,0.706884199118127,0.835983284478915,0.901185955147072,0.793804217438658,0.879112480921735,0.327094294533454,0.312694183021279
1.13,0,1.00765841859114,0,0.781324617951885,0.863539607553202,0.939707152274347,0.869489561603984,0.892482185829668,0.322072823645622,0.323991048288706
1.09,0,1.007108407761,0,0.763025525671699,0.820206322291575,0.921140230984746,0.842727294778063,0.892718079929486,0.316622463459867,0.324162505130914
1.17,0,1.00045686414313,0,0.839493963878553,0.926030795379491,0.951505281448085,0.897871097544647,0.917589262815038,0.330982459099203,0.322315025473001
0.97,0,1.01787448690637,0,0.564711292808219,0.72429844279559,0.856001928219531,0.687033288113681,0.84476259273407,0.314407677296753,0.2999825769692
1.1,0,1.00591328581632,0,0.71898648428377,0.829753364893207,0.92843230864632,0.780944756703428,0.883947988766557,0.319241183152637,0.302593188272872
1.17,0,1.00497967682259,0,0.886555938712135,0.898583427089884,0.951368404332386,0.891446523432132,0.915419213540052,0.323139099177477,0.320914465738499
1.02,0,1.0125271041901,0,0.617856412352069,0.778321947995166,0.87716730547716,0.72173019465813,0.863352143362225,0.322079906541978,0.301327804189919
1.07,0,1.00848894045591,0,0.709209286320516,0.819867116408333,0.908896358120674,0.798318011920902,0.878188009124803,0.321452804569911,0.31406546087416
1.02,0,1.01163524137127,0,0.607783612415376,0.771152875286876,0.880800453254292,0.765790450825374,0.861874846996628,0.319784487184128,0.317846214737074
1.02,0,1.01311280657985,0,0.625079031556813,0.760599766846303,0.881145062068773,0.719767947660579,0.85355162383992,0.316017174420673,0.300919348023759
1.19,0,1.00035466156229,0,0.880023363129142,0.932254889887527,0.959383257857011,0.918401922435527,0.919256352082816,0.328971887939908,0.32476857324869
0.96,0,1.01853094362492,0,0.508081247875156,0.722535959081085,0.84852857938165,0.658726839868896,0.831741731466823,0.31839727062553,0.293207747861016
1.01,0,1.01383786286287,0,0.606118650736045,0.768253130660519,0.869362155292018,0.74803915188091,0.860773416970503,0.321739841668678,0.314341639640057
1.15,0,1.00541925105643,0,0.826845690477057,0.901552038243931,0.939272348080404,0.872562234250107,0.906573557867315,0.328687069764565,0.319543913961838
1.12,0,1.00428286770019,0,0.804253310990015,0.874836918313852,0.922774422470345,0.871805078171202,0.900839316750386,0.327305997046282,0.326331355664422
1.04,0,1.01190584566827,0,0.678404820059231,0.786512571617056,0.888944730914237,0.75440397469306,0.859295526665948,0.318782914041779,0.307300375976235
1.15,0,1.00201091779422,0,0.838491412726831,0.89572641835616,0.93311217940978,0.88529721937313,0.903747510962633,0.328329442385904,0.325042049547566
1.18,0,1.00247593705395,0,0.880931720370916,0.935685750196185,0.951333224059699,0.896419399781482,0.919187373909349,0.331149047585567,0.319140173651608
0.97,0,1.01822025535727,0,0.545106068904657,0.702321957899109,0.859376083254198,0.701116067129571,0.847384656974559,0.307868007154101,0.307398326211992
1.09,0,1.00508515055374,0,0.722439012552271,0.811041159825726,0.92485104435822,0.861089351631977,0.879460631396001,0.315307457826719,0.332046986113861
1.08,0,1.00839444637958,0,0.764605343698386,0.811209733138995,0.910116921544973,0.801281969410442,0.873189194906088,0.316718535233349,0.313316369926645
1.13,0,1.00616675917221,0,0.79373987853359,0.869514056746996,0.940653104342183,0.850831682736506,0.891430581086538,0.322754073385553,0.316713433058125
0.96,0,1.01851721787965,0,0.563019498852857,0.687433635579999,0.850235627427549,0.665504517428378,0.835342706147819,0.304803087271623,0.296041869861052
1.05,0,1.01029724077081,0,0.718310892708009,0.780721579805901,0.89474237874033,0.745241062894021,0.880461635266656,0.314316975727144,0.301600018844096
1,0,1.0152256979171,0,0.647944530871873,0.730151537781981,0.87015462031249,0.713314331480591,0.843378609864058,0.309118024622004,0.302758303270443
0.98,0,1.01462651263395,0,0.558092022831719,0.718919536340288,0.863074945464051,0.685092559130793,0.855106221984093,0.311452067516061,0.29833621738619
0.95,0,1.01999530940147,0,0.511000928530845,0.700975207258166,0.842052882792291,0.658100714384116,0.830345885732673,0.31332956298794,0.296158971949151
1.18,0,1.00225566840779,0,0.877621549727586,0.921282504981494,0.954424025481674,0.891669409061126,0.91261598911978,0.327737899726692,0.318609621773632
0.99,0,1.01760835060624,0,0.588299800459963,0.735427503123963,0.8713033601188,0.721399649423479,0.846232384447573,0.312836833106275,0.307553055775709
0.95,0,1.01826513407155,0,0.50811054970595,0.693089082569643,0.846863300689491,0.677953545014751,0.832662275067325,0.309817980214648,0.303791049461419
1.11,0,1.00516644985702,0,0.771333375395825,0.850893770399758,0.926428252371638,0.83368941452247,0.896553286174393,0.322475237272209,0.316795175167028
0.99,0,1.01586114666252,0,0.579752984242857,0.730817917600247,0.871046467077075,0.71742292031603,0.851333418425254,0.311994792611881,0.306925026340602
0.96,0,1.01878956159749,0,0.524399289169372,0.698263548472806,0.854821583144901,0.675760951470948,0.835020175583153,0.308662288187476,0.29975674509426
0.96,0,1.01824579008569,0,0.524870822579211,0.709708690415185,0.847319920265646,0.65686995299126,0.836181135554521,0.314053834927428,0.293046469653953
1.02,0,1.01406159253029,0,0.609081552804727,0.779997966161099,0.876760197337831,0.722586377284645,0.859168762292559,0.322988833964573,0.301947978938469
1.02,0,1.01343544850626,0,0.603048188274618,0.767911822877208,0.883726450016625,0.760970244842884,0.863556888470942,0.318380061140039,0.315863690177708
1.11,0,1.00700107030337,0,0.78457805903721,0.872731349886195,0.914237779321173,0.791997934311014,0.882400856122213,0.329411290615063,0.302566127368363
0.96,0,1.01842139534179,0,0.531595048162779,0.698470070318419,0.859836947832564,0.665489074599657,0.834317825906325,0.307157889179057,0.294082883951203
1.14,0,1.0046814650531,0,0.784548054622756,0.890178009602384,0.940804760207346,0.860861153393034,0.90091428444633,0.327762206128382,0.31840680762754
0.98,0,1.01593995760002,0,0.576671019768185,0.727395016926588,0.864393922377677,0.728303473230732,0.858869642607826,0.312757335343088,0.313101153328085
0.96,0,1.01854285486372,0,0.533050967754099,0.686748761408813,0.856127958387478,0.685206780002121,0.843198536769264,0.304382308578845,0.303771290039701
