0,16.38,35.672,54.236,72.8,89.752,107.64,126.776,140.868,155.636,169.468,187.408,204.62,222.664,240.344,258.076,275.808,294.684,312.624,330.772,287.82,346.84,361.348,374.192,390,405.236,420.576,440.18,460.252,478.244,128.177940594059,161.197940594059,195.624,235.193940594059,278.096,300.872,333.005940594059,363.48,393.845940594059,403.832,422.812,503.204
16.38,0,19.292,37.856,56.42,73.372,91.26,110.396,124.488,139.256,153.088,171.028,188.24,206.284,223.964,241.696,259.428,278.304,296.244,314.392,271.44,330.46,344.968,357.812,373.62,388.856,404.196,423.8,443.872,461.864,111.797940594059,144.817940594059,179.244,218.813940594059,261.716,284.492,316.625940594059,347.1,377.465940594059,387.452,406.432,486.824
35.672,19.292,0,18.564,37.128,54.08,71.968,91.104,105.196,119.964,133.796,151.736,168.948,186.992,204.672,222.404,240.136,259.012,276.952,295.1,252.148,311.168,325.676,338.52,354.328,369.564,384.904,404.508,424.58,442.572,92.5059405940594,125.525940594059,159.952,199.521940594059,242.424,265.2,297.333940594059,327.808,358.173940594059,368.16,387.14,467.532
54.236,37.856,18.564,0,18.564,35.516,53.404,72.54,86.632,101.4,115.232,133.172,150.384,168.428,186.108,203.84,221.572,240.448,258.388,276.536,233.584,292.604,307.112,319.956,335.764,351,366.34,385.944,406.016,424.008,73.9419405940594,106.961940594059,141.388,180.957940594059,223.86,246.636,278.769940594059,309.244,339.609940594059,349.596,368.576,448.968
72.8,56.42,37.128,18.564,0,16.952,34.84,53.976,68.068,82.836,96.668,114.608,131.82,149.864,167.544,185.276,203.008,221.884,239.824,257.972,215.02,274.04,288.548,301.392,317.2,332.436,347.776,367.38,387.452,405.444,55.3779405940594,88.3979405940594,122.824,162.393940594059,205.296,228.072,260.205940594059,290.68,321.045940594059,331.032,350.012,430.404
89.752,73.372,54.08,35.516,16.952,0,17.888,37.024,51.116,65.884,79.716,97.656,114.868,132.912,150.592,168.324,186.056,204.932,222.872,241.02,198.068,257.088,271.596,284.44,300.248,315.484,330.824,350.428,370.5,388.492,38.4259405940594,71.4459405940594,105.872,145.441940594059,188.344,211.12,243.253940594059,273.728,304.093940594059,314.08,333.06,413.452
107.64,91.26,71.968,53.404,34.84,17.888,0,19.136,33.228,47.996,61.828,79.768,96.98,115.024,132.704,150.436,168.168,187.044,204.984,223.132,180.18,239.2,253.708,266.552,282.36,297.596,312.936,332.54,352.612,370.604,20.5379405940594,53.5579405940594,87.984,127.553940594059,170.456,193.232,225.365940594059,255.84,286.205940594059,296.192,315.172,395.564
126.776,110.396,91.104,72.54,53.976,37.024,19.136,0,14.092,28.86,42.692,60.632,77.844,95.888,113.568,131.3,149.032,167.908,185.848,203.996,161.044,220.064,234.572,247.416,263.224,278.46,293.8,313.404,333.476,351.468,5.356,34.4219405940594,68.848,108.417940594059,151.32,174.096,206.229940594059,236.704,267.069940594059,277.056,296.036,376.428
140.868,124.488,105.196,86.632,68.068,51.116,33.228,14.092,0,14.768,28.6,46.54,63.752,81.796,99.476,117.208,134.94,153.816,171.756,189.904,146.952,205.972,220.48,233.324,249.132,264.368,279.708,299.312,319.384,337.376,17.68,20.3299405940594,54.756,94.3259405940594,137.228,160.004,192.137940594059,222.612,252.977940594059,262.964,281.944,362.336
155.636,139.256,119.964,101.4,82.836,65.884,47.996,28.86,14.768,0,13.832,31.772,48.984,67.028,84.708,102.44,120.172,139.048,156.988,175.136,132.184,191.204,205.712,218.556,234.364,249.6,264.94,284.544,304.616,322.608,32.448,10.608,39.988,79.5579405940594,122.46,145.236,177.369940594059,207.844,238.209940594059,248.196,267.176,347.568
169.468,153.088,133.796,115.232,96.668,79.716,61.828,42.692,28.6,13.832,0,17.94,35.152,53.196,70.876,88.608,106.34,125.216,143.156,161.304,118.352,177.372,191.88,204.724,220.532,235.768,251.108,270.712,290.784,308.776,46.28,24.44,26.156,65.7259405940594,108.628,131.404,163.537940594059,194.012,224.377940594059,234.364,253.344,333.736
187.408,171.028,151.736,133.172,114.608,97.656,79.768,60.632,46.54,31.772,17.94,0,17.212,35.256,52.936,70.668,88.4,107.276,125.216,143.364,100.412,159.432,173.94,186.784,202.592,217.828,233.168,252.772,272.844,290.836,64.22,42.38,9.1,47.7859405940594,90.688,113.464,145.597940594059,176.072,206.437940594059,216.424,235.404,315.796
204.62,188.24,168.948,150.384,131.82,114.868,96.98,77.844,63.752,48.984,35.152,17.212,0,18.044,35.724,53.456,71.188,90.064,108.004,126.152,83.2,142.22,156.728,169.572,185.38,200.616,215.956,235.56,255.632,273.624,81.432,59.592,22.9299405940594,30.5739405940594,73.476,96.252,128.385940594059,158.86,189.225940594059,199.212,218.192,298.584
222.664,206.284,186.992,168.428,149.864,132.912,115.024,95.888,81.796,67.028,53.196,35.256,18.044,0,17.68,35.412,53.144,72.02,89.96,108.108,65.156,124.176,138.684,151.528,167.336,182.572,197.912,217.516,237.588,255.58,99.476,77.636,40.9739405940594,12.5299405940594,55.432,78.208,110.341940594059,140.816,171.181940594059,181.168,200.148,280.54
240.344,223.964,204.672,186.108,167.544,150.592,132.704,113.568,99.476,84.708,70.876,52.936,35.724,17.68,0,17.732,35.464,54.34,72.28,90.428,47.476,106.496,121.004,133.848,149.656,164.892,180.232,199.836,219.908,237.9,117.156,95.316,58.6539405940594,19.032,37.752,60.528,92.6619405940594,123.136,153.501940594059,163.488,182.468,262.86
258.076,241.696,222.404,203.84,185.276,168.324,150.436,131.3,117.208,102.44,88.608,70.668,53.456,35.412,17.732,0,17.732,36.608,54.548,72.696,29.744,88.764,103.272,116.116,131.924,147.16,162.5,182.104,202.176,220.168,134.888,113.048,76.3859405940594,36.764,20.02,42.796,74.9299405940594,105.404,135.769940594059,145.756,164.736,245.128
275.808,259.428,240.136,221.572,203.008,186.056,168.168,149.032,134.94,120.172,106.34,88.4,71.188,53.144,35.464,17.732,0,18.876,36.816,54.964,21.476,71.032,85.54,98.384,114.192,129.428,144.768,164.372,184.444,202.436,152.62,130.78,94.1179405940594,54.496,8.32,25.064,57.1979405940594,87.672,118.037940594059,128.024,147.004,227.396
294.684,278.304,259.012,240.448,221.884,204.932,187.044,167.908,153.816,139.048,125.216,107.276,90.064,72.02,54.34,36.608,18.876,0,17.94,36.088,23.14,52.156,66.664,79.508,95.316,110.552,125.892,145.496,165.568,183.56,171.496,149.656,112.993940594059,73.372,22.048,8.476,38.3219405940594,68.796,99.1619405940594,109.148,128.128,208.52
312.624,296.244,276.952,258.388,239.824,222.872,204.984,185.848,171.756,156.988,143.156,125.216,108.004,89.96,72.28,54.548,36.816,17.94,0,18.148,25.48,34.216,48.724,61.568,77.376,92.612,107.952,127.556,147.628,165.62,189.436,167.596,130.933940594059,91.312,39.988,17.42,20.3819405940594,50.856,81.2219405940594,91.208,110.188,190.58
