"year","deploy_date","collect_date","sample_month","site_code","exposure","zone","collector_type","replicate","proportion_sampled","count_classcode","count","method_code","sampler","notes"
2000,2000-04-08,2000-05-06,".","CMRX00","exposed","int_mid","tuffy",7,1,47,6,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-08,2000-05-06,".","CMRX00","exposed","int_mid","tuffy",7,1,49,56,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-08,2000-05-06,".","CMRX00","exposed","int_mid","tuffy",8,1,12,0,5,"UNK",".,"
2000,2000-04-08,2000-05-06,".","CMRX00","exposed","int_mid","tuffy",8,1,26,2,5,"UNK",".,"
2000,2000-04-08,2000-05-06,".","CMRX00","exposed","int_mid","tuffy",8,1,31,90,5,"UNK",".,"
2000,2000-04-08,2000-05-06,".","CMRX00","exposed","int_mid","tuffy",8,1,33,45,5,"UNK",".,"
2000,2000-04-08,2000-05-06,".","CMRX00","exposed","int_mid","tuffy",8,1,47,0,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-08,2000-05-06,".","CMRX00","exposed","int_mid","tuffy",8,1,49,99,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",1,1,1,1,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",1,1,12,0,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",1,1,26,2,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",1,1,31,4,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",1,1,33,31,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",1,1,47,0,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",1,1,49,22,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",2,1,1,2,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",2,1,12,0,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",2,1,26,2,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",2,1,31,11,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",2,1,33,12,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",2,1,47,1,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",2,1,49,47,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",3,1,12,0,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",3,1,31,1,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",3,1,33,20,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",3,1,47,2,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",3,1,49,28,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",4,1,12,0,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",4,1,33,7,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",4,1,47,1,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",4,1,49,6,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",5,1,12,0,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",5,1,26,9,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",5,1,31,54,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",5,1,33,29,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",5,1,47,2,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",5,1,49,44,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",6,1,12,0,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",6,1,26,1,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",6,1,29,1,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",6,1,33,73,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",6,1,47,0,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",6,1,49,25,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",7,1,12,0,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",7,1,31,31,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",7,1,33,11,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",7,1,47,1,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",7,1,49,19,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",8,1,12,0,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",8,1,31,1,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",8,1,33,32,5,"UNK",".,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",8,1,47,0,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-09,2000-05-06,".","SRKX00","exposed","int_mid","tuffy",8,1,49,24,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-04-20,2000-05-22,".","PSGX00","exposed","int_mid","tuffy",1,1,49,8,5,"UNK",".,"
2000,2000-04-20,2000-05-22,".","PSGX00","exposed","int_mid","tuffy",2,1,49,5,5,"UNK",".,"
2000,2000-04-20,2000-05-22,".","PSGX00","exposed","int_mid","tuffy",3,1,49,2,5,"UNK",".,"
2000,2000-04-20,2000-05-22,".","PSGX00","exposed","int_mid","tuffy",4,1,49,37,5,"UNK",".,"
2000,2000-04-20,2000-05-22,".","PSGX00","exposed","int_mid","tuffy",5,1,49,9,5,"UNK",".,"
2000,2000-04-20,2000-05-23,".","TRHX00","exposed","int_mid","tuffy",1,1,49,342.5,5,"UNK",".,"
2000,2000-04-20,2000-05-23,".","TRHX00","exposed","int_mid","tuffy",2,1,49,145.5,5,"UNK",".,"
2000,2000-04-20,2000-05-23,".","TRHX00","exposed","int_mid","tuffy",3,1,49,487,5,"UNK",".,"
2000,2000-04-20,2000-05-23,".","TRHX00","exposed","int_mid","tuffy",4,1,49,198,5,"UNK",".,"
2000,2000-04-20,2000-05-23,".","TRHX00","exposed","int_mid","tuffy",5,1,49,82,5,"UNK",".,"
2000,2000-04-21,2000-05-22,".","LRHX00","exposed","int_mid","tuffy",1,1,49,6,5,"UNK",".,"
2000,2000-04-21,2000-05-22,".","LRHX00","exposed","int_mid","tuffy",2,1,49,3,5,"UNK",".,"
2000,2000-04-21,2000-05-22,".","LRHX00","exposed","int_mid","tuffy",3,1,49,1,5,"UNK",".,"
2000,2000-04-21,2000-05-22,".","LRHX00","exposed","int_mid","tuffy",4,1,49,4,5,"UNK",".,"
2000,2000-04-21,2000-05-22,".","LRHX00","exposed","int_mid","tuffy",5,1,49,8.5,5,"UNK",".,"
2000,2000-04-21,2000-05-24,".","IFBRXX","exposed","int_mid","tuffy",1,1,49,13,5,"UNK",".,"
2000,2000-04-21,2000-05-24,".","IFBRXX","exposed","int_mid","tuffy",2,1,49,9,5,"UNK",".,"
2000,2000-04-21,2000-05-24,".","IFBRXX","exposed","int_mid","tuffy",3,1,49,31.5,5,"UNK",".,"
2000,2000-04-21,2000-05-24,".","IFBRXX","exposed","int_mid","tuffy",4,1,49,14.5,5,"UNK",".,"
2000,2000-04-21,2000-05-24,".","IFBRXX","exposed","int_mid","tuffy",5,1,49,14,5,"UNK",".,"
2000,2000-04-21,2000-05-24,".","KHLX00","exposed","int_mid","tuffy",1,1,49,1,5,"UNK",".,"
2000,2000-04-21,2000-05-24,".","KHLX00","exposed","int_mid","tuffy",2,1,49,3,5,"UNK",".,"
2000,2000-04-21,2000-05-24,".","KHLX00","exposed","int_mid","tuffy",3,1,49,11,5,"UNK",".,"
2000,2000-04-21,2000-05-24,".","KHLX00","exposed","int_mid","tuffy",4,1,49,6,5,"UNK",".,"
2000,2000-04-21,2000-05-24,".","KHLX00","exposed","int_mid","tuffy",5,1,49,4.5,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",1,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",1,1,26,2,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",1,1,31,56,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",1,1,33,2,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",1,1,47,1,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",1,1,49,56,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",2,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",2,1,26,96,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",2,1,31,14,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",2,1,33,20,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",2,1,47,0,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",2,1,49,49,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",3,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",3,1,22,1,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",3,1,31,15,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",3,1,33,24,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",3,1,40,2,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",3,1,47,5,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",3,1,49,46,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",4,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",4,1,31,19,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",4,1,33,35,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",4,1,40,5,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",4,1,47,2,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",4,1,49,40,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",5,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",5,1,31,27,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",5,1,33,25,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",5,1,40,10,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",5,1,47,3,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_low","tuffy",5,1,49,65,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",1,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",1,1,31,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",1,1,33,12,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",1,1,47,1,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",1,1,49,16,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",2,1,1,3,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",2,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",2,1,26,1,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",2,1,31,2,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",2,1,33,36,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",2,1,47,0,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",2,1,49,41,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",3,1,1,4,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",3,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",3,1,22,1,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",3,1,26,1,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",3,1,33,39,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",3,1,47,0,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",3,1,49,53,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",4,1,1,7,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",4,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",4,1,26,1,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",4,1,31,6,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",4,1,33,14,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",4,1,47,2,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",4,1,49,41,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",4,1,60,1,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",5,1,1,1,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",5,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",5,1,26,1,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",5,1,31,25,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",5,1,33,52,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",5,1,47,0,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",5,1,49,77,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",6,1,1,4,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",6,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",6,1,26,1,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",6,1,31,1,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",6,1,33,12,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",6,1,47,1,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",6,1,49,30,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",7,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",7,1,33,3,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",7,1,47,0,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",7,1,49,13,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",8,1,1,3,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",8,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",8,1,22,2,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",8,1,31,2,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",8,1,33,6,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",8,1,47,3,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",8,1,49,47,4,"UNK","In_this_year_'water_rinse'_and_'bleach_soak'_counts_were_summed_for_mytilus_only_[JRB]_and_given_method_code_4._Original_counts_can_be_found_in__table:_2000MytWaterRinseAndBleachSoakRemoved,"
2000,2000-05-03,2000-06-01,".","SHLX00","exposed","int_mid","tuffy",8,1,60,2,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","protected","int_low","tuffy",1,1,12,0,5,"UNK",".,"
2000,2000-05-03,2000-06-01,".","SHLX00","protected","int_low","tuffy",1,1,22,1,5,"UNK",".,"
