campus,method,survey_year,year,site,latitude,longitude,MPA_Name,site_designation,site_status
UCSB,SBTL_FISH,2012,2012,HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference
UCSB,SBTL_SWATH,2011,2011,HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference
UCSB,SBTL_UPC,2020,2020,HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference
UCSB,SBTL_SWATH,2010,2010,HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference
UCSB,SBTL_UPC,2010,2010,HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference
UCSB,SBTL_FISH,2018,2018,HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference
UCSB,SBTL_SWATH,2019,2019,HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference
UCSB,SBTL_FISH,2017,2017,HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference
UCSB,SBTL_UPC,2017,2017,HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference
UCSB,SBTL_UPC,2019,2019,HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference
UCSB,SBTL_UPC,2023,2023,HORSESHOE_REEF_W,34.3917,-119.5577,Campus Point SMCA,reference,reference
UCSC,SBTL_UPC_OREGON,2010,2010,HUMBUG_CLIFF_N,42.6702,-124.4466,Redfish Rocks MR,reference,reference
UCSC,SBTL_SWATH_OREGON,2011,2011,HUMBUG_CLIFF_N,42.6702,-124.4466,Redfish Rocks MR,reference,reference
UCSC,SBTL_UPC_OREGON,2011,2011,HUMBUG_CLIFF_N,42.6702,-124.4466,Redfish Rocks MR,reference,reference
UCSC,SBTL_SWATH_OREGON,2010,2010,HUMBUG_CLIFF_N,42.6702,-124.4466,Redfish Rocks MR,reference,reference
UCSC,SBTL_FISH_OREGON,2011,2011,HUMBUG_CLIFF_N,42.6702,-124.4466,Redfish Rocks MR,reference,reference
UCSC,SBTL_FISH_OREGON,2010,2010,HUMBUG_CLIFF_N,42.6702,-124.4466,Redfish Rocks MR,reference,reference
UCSC,SBTL_FISH_OREGON,2010,2010,HUMBUG_CLIFF_S,42.6679,-124.4392,Redfish Rocks MR,reference,reference
UCSC,SBTL_SWATH_OREGON,2010,2010,HUMBUG_CLIFF_S,42.6679,-124.4392,Redfish Rocks MR,reference,reference
UCSC,SBTL_UPC_OREGON,2010,2010,HUMBUG_CLIFF_S,42.6679,-124.4392,Redfish Rocks MR,reference,reference
UCSC,SBTL_UPC_OREGON,2011,2011,HUMBUG_ISLANDROCK_E,NA,NA,,,
UCSC,SBTL_SWATH_OREGON,2011,2011,HUMBUG_ISLANDROCK_E,NA,NA,,,
UCSC,SBTL_FISH_OREGON,2011,2011,HUMBUG_ISLANDROCK_E,NA,NA,,,
UCSC,SBTL_FISH_OREGON,2002,2002,ISLAND_ROCK,42.6673,-124.4748,Redfish Rocks MR,reference,reference
UCSC,SBTL_SWATH_OREGON,2002,2002,ISLAND_ROCK,42.6673,-124.4748,Redfish Rocks MR,reference,reference
UCSC,SBTL_UPC_OREGON,2002,2002,ISLAND_ROCK,42.6673,-124.4748,Redfish Rocks MR,reference,reference
UCSB,SBTL_UPC,2017,2017,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2016,2016,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2016,2016,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2017,2017,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2012,2012,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2013,2013,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2010,2010,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2022,2022,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2013,2013,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2022,2022,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2021,2021,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2011,2011,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2019,2019,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2018,2018,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2009,2009,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2020,2020,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2023,2023,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2019,2019,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2011,2011,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2023,2023,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2020,2020,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2010,2010,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2010,2010,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2022,2022,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2021,2021,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2009,2009,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2012,2012,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2011,2011,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2009,2009,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2018,2018,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2017,2017,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2023,2023,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2021,2021,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2020,2020,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2016,2016,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2012,2012,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2019,2019,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2018,2018,IV_REEF_E,34.4030,-119.8645,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2010,2010,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2016,2016,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2017,2017,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2016,2016,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2015,2015,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2017,2017,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2012,2012,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2009,2009,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2019,2019,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2017,2017,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2013,2013,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2018,2018,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2012,2012,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2022,2022,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2023,2023,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2021,2021,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2010,2010,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2011,2011,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2014,2014,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2022,2022,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2011,2011,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2012,2012,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2009,2009,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2015,2015,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2010,2010,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2014,2014,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2013,2013,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2020,2020,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2011,2011,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2021,2021,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2019,2019,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2009,2009,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2018,2018,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2015,2015,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2023,2023,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2022,2022,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2023,2023,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2021,2021,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2020,2020,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2020,2020,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_FISH,2016,2016,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2019,2019,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2014,2014,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_UPC,2018,2018,IV_REEF_W,34.4047,-119.8763,Campus Point SMCA,SMCA (No-Take),MPA
UCSB,SBTL_SWATH,2003,2003,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2001,2001,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2002,2002,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2008,2008,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2001,2001,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,1999,1999,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2012,2012,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2012,2012,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2009,2009,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2000,2000,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2008,2008,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2007,2007,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2009,2009,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2005,2005,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2003,2003,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2010,2010,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2006,2006,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2005,2005,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,1999,1999,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2004,2004,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2003,2003,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2005,2005,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2002,2002,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2000,2000,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2004,2004,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2006,2006,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2002,2002,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2011,2011,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2001,2001,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2000,2000,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2007,2007,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2011,2011,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2010,2010,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2012,2012,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,1999,1999,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2011,2011,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2010,2010,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2006,2006,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2009,2009,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2004,2004,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2003,2003,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2008,2008,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2002,2002,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2001,2001,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2007,2007,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2007,2007,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2006,2006,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2005,2005,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2000,2000,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2004,2004,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2009,2009,JALAMA_N,34.4870,-120.5005,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2003,2003,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2002,2002,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2008,2008,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2001,2001,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2005,2005,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2009,2009,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2009,2009,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2011,2011,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2000,2000,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2008,2008,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2000,2000,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2004,2004,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2006,2006,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2007,2007,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2003,2003,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2003,2003,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2005,2005,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2012,2012,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2002,2002,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2002,2002,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2001,2001,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2000,2000,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2000,2000,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2004,2004,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2007,2007,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2002,2002,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2011,2011,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2001,2001,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,1999,1999,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,1999,1999,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2012,2012,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2012,2012,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2010,2010,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2011,2011,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2006,2006,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2009,2009,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2004,2004,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2009,2009,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2008,2008,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2007,2007,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2006,2006,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2003,2003,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_FISH,2010,2010,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2005,2005,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_QUAD,2007,2007,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2005,2005,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_SWATH,2004,2004,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,1999,1999,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSB,SBTL_UPC,2010,2010,JALAMA_S,34.4808,-120.4945,Vandenberg SMR,reference,reference
UCSC,SBTL_UPC,2003,2003,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_SWATH,2005,2005,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_UPC,2007,2007,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_UPC,2006,2006,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_UPC,2005,2005,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_FISH,2007,2007,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_UPC,2004,2004,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_SWATH,2008,2008,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_SWATH,2004,2004,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_SWATH,2007,2007,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_SWATH,2003,2003,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_SWATH,2006,2006,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_FISH,2004,2004,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_FISH,2008,2008,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_FISH,2006,2006,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_FISH,2005,2005,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_FISH,2003,2003,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_UPC,2008,2008,LA_CRUZ_DC,35.7104,-121.3241,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_UPC,2004,2004,LA_CRUZ_UC,35.7130,-121.3254,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_FISH,2003,2003,LA_CRUZ_UC,35.7130,-121.3254,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_FISH,2006,2006,LA_CRUZ_UC,35.7130,-121.3254,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_UPC,2003,2003,LA_CRUZ_UC,35.7130,-121.3254,Piedras Blancas SMR,SMR,MPA
UCSC,SBTL_FISH,2005,2005,LA_CRUZ_UC,35.7130,-121.3254,Piedras Blancas SMR,SMR,MPA
