campus,method,survey_year,year,site,latitude,longitude,MPA_Name,site_designation,site_status
UCSC,SBTL_SWATH,2003,2003,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2002,2002,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2016,2016,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2001,2001,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2000,2000,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,1999,1999,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2014,2014,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2023,2023,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2004,2004,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2022,2022,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2006,2006,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2020,2020,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2017,2017,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2016,2016,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2015,2015,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2022,2022,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2014,2014,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2013,2013,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2011,2011,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2014,2014,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2020,2020,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,1999,1999,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2008,2008,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2007,2007,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2010,2010,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2023,2023,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2020,2020,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2006,2006,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2005,2005,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2011,2011,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2004,2004,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2003,2003,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2002,2002,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2001,2001,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2000,2000,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,1999,1999,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2001,2001,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2007,2007,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2012,2012,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2018,2018,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2007,2007,MACABEE_DC,36.6182,-121.8968,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2008,2008,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2005,2005,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2018,2018,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2006,2006,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2023,2023,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2021,2021,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2018,2018,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2016,2016,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2015,2015,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2011,2011,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2015,2015,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2010,2010,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2001,2001,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2005,2005,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2002,2002,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2003,2003,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2000,2000,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2013,2013,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2000,2000,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2022,2022,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2021,2021,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2012,2012,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2017,2017,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2016,2016,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2016,2016,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2014,2014,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2013,2013,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2013,2013,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2012,2012,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2011,2011,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2009,2009,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2008,2008,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2020,2020,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2007,2007,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2006,2006,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2006,2006,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2002,2002,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2005,2005,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2004,2004,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2003,2003,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2000,2000,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2023,2023,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2022,2022,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2022,2022,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2021,2021,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2020,2020,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2018,2018,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2001,2001,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2017,2017,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2003,2003,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2004,2004,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,1999,1999,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2015,2015,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2014,2014,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2014,2014,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2011,2011,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2009,2009,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2010,2010,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2023,2023,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2007,2007,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,1999,1999,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2004,2004,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2002,2002,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2001,2001,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_SWATH,2020,2020,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,1999,1999,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2009,2009,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2017,2017,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2012,2012,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2007,2007,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_FISH,2008,2008,MACABEE_UC,36.6171,-121.8957,Edward Ricketts SMCA,SMCA,MPA
UCSC,SBTL_UPC,2023,2023,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2009,2009,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2008,2008,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2018,2018,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2012,2012,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2022,2022,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2021,2021,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2015,2015,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2012,2012,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2011,2011,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2015,2015,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2009,2009,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2017,2017,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2007,2007,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2020,2020,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2019,2019,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2017,2017,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2013,2013,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2015,2015,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2010,2010,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2009,2009,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2020,2020,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2008,2008,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2007,2007,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2006,2006,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2021,2021,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2022,2022,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2022,2022,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2021,2021,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2020,2020,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2019,2019,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2017,2017,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2016,2016,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2014,2014,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2014,2014,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2013,2013,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2013,2013,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2014,2014,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2018,2018,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2010,2010,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2008,2008,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2018,2018,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2007,2007,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2019,2019,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2006,2006,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2012,2012,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2011,2011,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC,2010,2010,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2011,2011,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2006,2006,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_SWATH,2023,2023,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_FISH,2023,2023,MALPASO,36.4657,-121.9340,Point Lobos SMR,reference,reference
UCSC,SBTL_UPC_OREGON,2011,2011,MCKENZIE_W,42.7845,-124.5780,Redfish Rocks MR,reference,reference
UCSC,SBTL_UPC_OREGON,2010,2010,MCKENZIE_W,42.7845,-124.5780,Redfish Rocks MR,reference,reference
UCSC,SBTL_SWATH_OREGON,2011,2011,MCKENZIE_W,42.7845,-124.5780,Redfish Rocks MR,reference,reference
UCSC,SBTL_FISH_OREGON,2011,2011,MCKENZIE_W,42.7845,-124.5780,Redfish Rocks MR,reference,reference
UCSC,SBTL_FISH_OREGON,2010,2010,MCKENZIE_W,42.7845,-124.5780,Redfish Rocks MR,reference,reference
UCSC,SBTL_SWATH_OREGON,2010,2010,MCKENZIE_W,42.7845,-124.5780,Redfish Rocks MR,reference,reference
UCSC,SBTL_SWATH,2003,2003,MCWAY_DC,36.1638,-121.6815,Big Creek SMR,reference,reference
UCSC,SBTL_FISH,2003,2003,MCWAY_DC,36.1638,-121.6815,Big Creek SMR,reference,reference
UCSC,SBTL_UPC,2003,2003,MCWAY_DC,36.1638,-121.6815,Big Creek SMR,reference,reference
UCSC,SBTL_SWATH,2003,2003,MCWAY_UC,36.1666,-121.6860,Big Creek SMR,reference,reference
UCSC,SBTL_UPC,2003,2003,MCWAY_UC,36.1666,-121.6860,Big Creek SMR,reference,reference
UCSC,SBTL_FISH,2003,2003,MCWAY_UC,36.1666,-121.6860,Big Creek SMR,reference,reference
UCSC,SBTL_UPC,2008,2008,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2008,2008,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_UPC,2007,2007,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_UPC,2005,2005,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_UPC,2003,2003,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2007,2007,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2006,2006,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2005,2005,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2007,2007,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2003,2003,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2004,2004,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_UPC,2006,2006,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2008,2008,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2006,2006,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2004,2004,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2005,2005,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2003,2003,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_UPC,2004,2004,MILL_CREEK_DC,35.9721,-121.4912,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2007,2007,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_UPC,2008,2008,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_UPC,2004,2004,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_UPC,2005,2005,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_UPC,2007,2007,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2003,2003,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2008,2008,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2005,2005,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2004,2004,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2003,2003,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_UPC,2006,2006,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_SWATH,2006,2006,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2008,2008,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2007,2007,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2006,2006,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2005,2005,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2004,2004,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_UPC,2003,2003,MILL_CREEK_UC,35.9759,-121.4935,Piedras Blancas SMR,reference,reference
UCSC,SBTL_FISH,2017,2017,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_FISH,2014,2014,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2000,2000,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2021,2021,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2011,2011,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_FISH,2020,2020,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_FISH,2006,2006,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2012,2012,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_SWATH,2005,2005,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2007,2007,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_FISH,2008,2008,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2008,2008,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_SWATH,2007,2007,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2018,2018,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2020,2020,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2009,2009,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2002,2002,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2005,2005,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2004,2004,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_UPC,2017,2017,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
UCSC,SBTL_SWATH,2021,2021,MONASTERY_DC,36.5254,-121.9333,Point Lobos SMR,SMR,MPA
