move,logmove,Otter,Site,Sex,Ageclass,AgeSex
7.57894015,2.025373368,2,1,0,1,2
5.98929605,1.789973884,2,1,0,1,2
2.0651876,0.72522107,2,1,0,1,2
6.52327265,1.87537619,2,1,0,1,2
5.9893261,1.789978902,2,1,0,1,2
3.876714,1.354987888,2,1,0,1,2
9.61755365,2.263589934,2,1,0,1,2
9.0707894,2.205059295,2,1,0,1,2
5.98187655,1.788734323,2,1,0,1,2
4.02760195,1.393171149,2,1,0,1,2
9.23E-05,-9.290466416,2,1,0,1,2
0.00429425,-5.45047836,2,1,0,1,2
1.9725193,0.679311558,2,1,0,1,2
3.9982115,1.385847136,2,1,0,1,2
7.91916645,2.069285954,2,1,0,1,2
0.6598217,-0.415785632,2,1,0,1,2
9.966712,2.29925074,2,1,0,1,2
1.6491238,0.500244117,2,1,0,1,2
5.97748735,1.788000304,2,1,0,1,2
0.07667935,-2.568122838,2,1,0,1,2
9.61755365,2.263589934,2,1,0,1,2
1.9725193,0.679311558,2,1,0,1,2
6.0092289,1.793296437,2,1,0,1,2
5.64894005,1.731467926,2,1,0,1,2
5.96386515,1.785718786,2,1,0,1,2
9.3804994,2.238633003,2,1,0,1,2
5.98985115,1.790066562,2,1,0,1,2
0.0174637,-4.047630838,2,1,0,1,2
10.13990465,2.316478595,2,1,0,1,2
4.0726074,1.404283433,2,1,0,1,2
0.46435875,-0.767097857,2,1,0,1,2
5.6049224,1.723645212,2,1,0,1,2
11.80014165,2.468111536,2,1,0,1,2
5.98084485,1.788561837,2,1,0,1,2
3.9728748,1.379489964,2,1,0,1,2
11.85877105,2.473067767,2,1,0,1,2
6.01923175,1.794959635,2,1,0,1,2
